,year,quarter,month,latitude,longitude,depth,magnitude,dayPeriod,earthquakeCategory,depthCategory,cluster
5497,2023,4,10,-8.866129875,112.4973526,65.0,4.415664367,Afternoon,Light,Shallow,8
5508,2023,4,10,-8.89081192,112.5001984,39.0,3.575941933,Morning,Minor,Shallow,8
5509,2023,4,10,-7.570750237,106.7350845,28.0,3.576792485,Afternoon,Minor,Shallow,6
5511,2023,4,10,-7.98203373,106.9772873,10.0,3.753317306,Afternoon,Minor,Shallow,14
5512,2023,4,10,-7.3351264,110.7387848,12.0,3.68155826,Morning,Minor,Shallow,-1
5513,2023,4,10,-8.116202354,107.2851944,57.0,5.437143838,Afternoon,Moderate,Shallow,7
5522,2023,4,10,-8.119519234,107.8933258,23.0,3.722003455,Afternoon,Minor,Shallow,2
5523,2023,4,10,-8.077001572,107.9328613,28.0,4.426653625,Evening,Light,Shallow,2
5532,2023,4,10,-7.421675205,106.0021057,13.0,4.383798589,Evening,Light,Shallow,3
5536,2023,4,10,-8.186435699,107.3570709,24.0,3.711993188,Afternoon,Minor,Shallow,7
5539,2023,4,11,-8.954141617,111.9181671,10.0,4.228063976,Night,Light,Shallow,-1
5540,2023,4,11,-8.862747192,111.795784,34.0,3.51095615,Afternoon,Minor,Shallow,-1
5547,2023,4,11,-7.224345207,106.1515427,26.0,3.565915068,Dawn,Minor,Shallow,3
5549,2023,4,11,-7.735222816,106.5658188,20.0,3.581938435,Night,Minor,Shallow,6
5554,2023,4,11,-6.776277065,106.5539474,10.0,3.549465884,Morning,Minor,Shallow,23
5564,2023,4,11,-7.84133625,107.2566299,60.0,4.985355691,Evening,Light,Shallow,4
5566,2023,4,11,-8.558615685,108.8048553,51.0,3.541554075,Afternoon,Minor,Shallow,13
5570,2023,4,11,-8.631943703,108.3687592,10.0,3.542586253,Morning,Minor,Shallow,-1
5579,2023,4,11,-8.079199791,107.3490677,22.0,3.678020407,Afternoon,Minor,Shallow,7
5584,2023,4,11,-8.111944199,107.9179459,27.0,4.109172593,Dawn,Light,Shallow,2
5585,2023,4,11,-7.028581619,106.6504974,5.0,3.623614477,Evening,Minor,Shallow,-1
5593,2023,4,11,-7.088139057,105.3487701,10.0,4.066306963,Afternoon,Light,Shallow,1
5594,2023,4,11,-7.060792923,105.3262177,10.0,3.713707813,Afternoon,Minor,Shallow,1
5606,2023,4,12,-7.214728832,107.7192307,10.0,3.604202302,Morning,Minor,Shallow,9
5616,2023,4,12,-6.795464993,106.5854492,15.0,4.004676252,Evening,Light,Shallow,23
5633,2023,4,12,-8.090163231,107.9271317,27.0,4.324033227,Morning,Light,Shallow,2
5634,2023,4,12,-7.95630455,110.4648972,5.0,3.527160192,Afternoon,Minor,Shallow,-1
5636,2023,4,12,-6.75818634,106.5382538,35.0,4.590727775,Evening,Light,Shallow,23
5647,2023,4,12,-7.274902821,106.0411835,52.0,4.961622036,Morning,Light,Shallow,3
5651,2023,4,12,-7.14252758,108.8585663,10.0,4.555270622,Afternoon,Light,Shallow,-1
5653,2023,4,12,-7.145484924,108.8792114,10.0,4.062907918,Evening,Light,Shallow,-1
5667,2023,4,12,-7.701336384,106.5412216,23.0,3.643301709,Night,Minor,Shallow,6
5686,2023,4,12,-8.854170799,110.5295563,13.0,3.727509403,Dawn,Minor,Shallow,22
5691,2023,4,12,-8.958539009,110.6913223,11.0,3.780646708,Morning,Minor,Shallow,-1
5702,2023,4,12,-8.096161842,107.2607956,12.0,3.798416601,Afternoon,Minor,Shallow,7
5712,2023,4,12,-7.594771385,106.0173416,17.0,3.528452327,Afternoon,Minor,Shallow,3
5724,2023,4,12,-8.125782013,107.8752289,57.0,4.605536717,Dawn,Light,Shallow,2
5726,2023,4,12,-6.846306324,107.9200211,4.0,4.1343841,Morning,Light,Shallow,-1
5729,2023,4,12,-6.854236126,107.9300003,16.0,4.49374798,Afternoon,Light,Shallow,-1
5735,2024,1,1,-6.814092159,107.9256668,16.0,4.128839318,Afternoon,Light,Shallow,-1
5736,2024,1,1,-8.357534409,108.4879684,35.0,3.947148341,Night,Minor,Shallow,-1
5749,2024,1,1,-8.105261803,107.8693085,37.0,3.522025913,Morning,Minor,Shallow,2
5759,2024,1,1,-7.060954571,105.3399353,10.0,3.551724324,Evening,Minor,Shallow,1
5765,2024,1,1,-8.403118134,108.1530762,13.0,3.534564322,Dawn,Minor,Shallow,5
5768,2024,1,1,-8.127890587,107.9003296,18.0,4.171631475,Afternoon,Light,Shallow,2
5772,2024,1,1,-8.909567833,110.4882431,56.0,3.927254705,Morning,Minor,Shallow,22
5775,2024,1,1,-6.748921871,106.5411301,10.0,3.557685253,Evening,Minor,Shallow,23
5778,2024,1,1,-8.147691727,107.1866608,10.0,4.030270871,Morning,Light,Shallow,7
5789,2024,1,1,-8.533441544,110.8598328,31.0,4.086509378,Evening,Light,Shallow,-1
5794,2024,1,1,-8.5114851,108.5264282,10.0,3.786187799,Dawn,Minor,Shallow,10
5815,2024,1,2,-7.784116745,106.9204788,14.0,3.619267376,Dawn,Minor,Shallow,14
5817,2024,1,2,-7.548685551,105.9810333,16.0,3.575181398,Afternoon,Minor,Shallow,3
5830,2024,1,2,-7.703994751,106.8799438,21.0,4.651550303,Evening,Light,Shallow,14
5832,2024,1,2,-8.323576927,109.0348511,20.0,3.634303896,Evening,Minor,Shallow,13
5841,2024,1,2,-7.655947208,106.8906174,25.0,3.586866592,Morning,Minor,Shallow,14
5861,2024,1,2,-8.883084297,110.461525,10.0,3.69400959,Night,Minor,Shallow,22
5866,2024,1,2,-8.186513901,108.4321518,32.0,3.601933157,Dawn,Minor,Shallow,-1
5872,2024,1,2,-7.491418362,105.8743668,24.0,5.737211779,Afternoon,Moderate,Shallow,3
5876,2024,1,2,-7.5202384,105.9699631,10.0,5.214262348,Afternoon,Moderate,Shallow,3
5877,2024,1,2,-7.622586727,105.9068909,10.0,4.388707502,Afternoon,Light,Shallow,3
5882,2024,1,2,-7.536697388,105.9512405,10.0,3.820671547,Night,Minor,Shallow,3
5887,2024,1,2,-7.550382137,105.9127274,13.0,4.279952757,Evening,Light,Shallow,3
5889,2024,1,2,-8.495598793,107.8967209,10.0,3.870888591,Evening,Minor,Shallow,2
5892,2024,1,2,-8.535541534,109.7644958,27.0,3.591813099,Night,Minor,Shallow,29
5895,2024,1,3,-7.536519527,106.7017899,28.0,4.76353034,Morning,Light,Shallow,6
5897,2024,1,3,-8.856488228,112.493103,33.0,3.897278634,Afternoon,Minor,Shallow,8
5898,2024,1,3,-7.506042004,105.9626694,19.0,3.940025909,Night,Minor,Shallow,3
5904,2024,1,3,-8.113716125,107.3175812,10.0,3.506290879,Night,Minor,Shallow,7
5905,2024,1,3,-8.804676056,110.6505737,10.0,4.048934735,Night,Light,Shallow,-1
5908,2024,1,3,-8.829987526,112.4894638,34.0,3.905721395,Morning,Minor,Shallow,8
5909,2024,1,3,-7.504963875,105.9374161,17.0,4.16611175,Evening,Light,Shallow,3
5911,2024,1,3,-8.050667763,108.1307526,46.0,3.947187571,Night,Minor,Shallow,-1
5912,2024,1,3,-8.185660362,108.2439194,36.0,4.10147746,Dawn,Light,Shallow,17
5938,2024,2,4,-7.965764999,106.8673172,31.0,3.714357335,Dawn,Minor,Shallow,14
5946,2024,2,4,-7.995223522,106.9641647,10.0,3.818597755,Night,Minor,Shallow,14
5960,2024,2,4,-8.681512833,110.8731918,30.0,3.607347313,Morning,Minor,Shallow,-1
5967,2024,2,4,-7.418864727,106.0434952,20.0,4.29762768,Dawn,Light,Shallow,3
5968,2024,2,4,-8.941942215,110.4038544,11.0,3.889339265,Evening,Minor,Shallow,24
5969,2024,2,4,-8.790744781,109.2173767,10.0,3.866000728,Evening,Minor,Shallow,-1
5970,2024,2,4,-8.421538353,109.1832657,39.0,4.928128691,Night,Light,Shallow,15
5975,2024,2,4,-8.147999763,107.9016113,8.0,3.770563085,Evening,Minor,Shallow,2
5979,2024,2,4,-8.800839424,112.4883347,35.0,3.696040133,Dawn,Minor,Shallow,8
5980,2024,2,4,-7.163173676,105.3582993,10.0,4.724401992,Dawn,Light,Shallow,1
5982,2024,2,4,-7.149796963,105.3005676,5.0,4.887119763,Morning,Light,Shallow,1
5989,2024,2,4,-8.158675194,107.9073792,27.0,3.61313557,Evening,Minor,Shallow,2
5992,2024,2,4,-7.10767746,105.3454666,5.0,3.522048547,Evening,Minor,Shallow,1
5996,2024,2,5,-7.054034233,105.3528366,10.0,3.864835859,Afternoon,Minor,Shallow,1
5998,2024,2,5,-7.799017429,107.2637863,31.0,3.884153991,Afternoon,Minor,Shallow,4
6002,2024,2,5,-8.060635567,107.3050003,19.0,3.645027173,Night,Minor,Shallow,7
6003,2024,2,5,-8.963265419,111.2294235,8.0,4.047434588,Night,Light,Shallow,16
6004,2024,2,5,-8.85858345,110.9265594,60.0,5.080297637,Dawn,Moderate,Shallow,19
6015,2024,2,5,-7.649329185,106.4367676,20.0,4.705077712,Afternoon,Light,Shallow,6
6017,2024,2,5,-8.484692574,110.8317795,55.0,4.038781288,Evening,Light,Shallow,-1
6019,2024,2,5,-8.105640411,107.862236,34.0,3.919824648,Morning,Minor,Shallow,2
6020,2024,2,5,-8.965432167,111.2363968,10.0,3.513546909,Morning,Minor,Shallow,16
6022,2024,2,5,-8.176002502,109.4135284,10.0,3.739231008,Evening,Minor,Shallow,-1
6026,2024,2,5,-7.722122192,106.8961029,21.0,4.013801322,Morning,Light,Shallow,14
6027,2024,2,5,-8.871986389,111.1575165,10.0,3.616523017,Afternoon,Minor,Shallow,16
6028,2024,2,5,-8.830367088,111.15065,12.0,4.366613653,Afternoon,Light,Shallow,16
6039,2024,2,6,-8.806391716,112.475296,37.0,3.851402759,Afternoon,Minor,Shallow,8
6041,2024,2,6,-7.810009956,107.2706299,23.0,4.000631822,Evening,Light,Shallow,4
6042,2024,2,6,-8.861890793,112.468483,29.0,3.528040387,Evening,Minor,Shallow,8
6043,2024,2,6,-8.10350132,107.2201462,14.0,3.83315769,Night,Minor,Shallow,7
6047,2024,2,6,-8.076317787,107.8589401,27.0,4.109786424,Afternoon,Light,Shallow,2
6057,2024,2,6,-7.804244518,107.2642441,26.0,3.894420391,Morning,Minor,Shallow,4
6066,2024,2,6,-8.352178574,107.8881378,11.0,3.797880997,Dawn,Minor,Shallow,2
6078,2024,3,7,-8.200704575,107.3792114,10.0,3.715040249,Morning,Minor,Shallow,7
6079,2024,3,7,-8.862904549,112.4883575,37.0,4.439103937,Afternoon,Light,Shallow,8
6080,2024,3,7,-6.963923931,109.7380829,6.0,4.504230227,Morning,Light,Shallow,-1
6081,2024,3,7,-7.243374825,106.1212616,25.0,3.833921695,Afternoon,Minor,Shallow,3
6085,2024,3,7,-8.943271637,111.3303604,28.0,3.593937053,Afternoon,Minor,Shallow,16
6086,2024,3,7,-7.451690197,105.011116,42.0,5.025164968,Evening,Moderate,Shallow,-1
6087,2024,3,7,-7.529517174,105.0063171,24.0,3.674320108,Evening,Minor,Shallow,-1
6090,2024,3,7,-7.257780075,109.9410706,10.0,3.704863144,Afternoon,Minor,Shallow,-1
6091,2024,3,7,-7.399738312,106.0423889,20.0,3.607635679,Night,Minor,Shallow,3
6096,2024,3,7,-6.978681087,108.4942322,10.0,4.057003037,Morning,Light,Shallow,-1
6098,2024,3,7,-6.973903656,108.4854507,10.0,3.838926553,Dawn,Minor,Shallow,-1
6108,2024,3,8,-7.759374142,107.1864395,44.0,3.95651432,Evening,Minor,Shallow,4
6111,2024,3,8,-7.045728683,105.2710876,24.0,4.40729299,Evening,Light,Shallow,1
6113,2024,3,8,-8.559217453,110.0609512,28.0,3.541992767,Morning,Minor,Shallow,31
6115,2024,3,8,-8.700376511,110.2793579,25.0,3.780583096,Morning,Minor,Shallow,11
6118,2024,3,8,-7.674743652,106.1686707,22.0,3.779310211,Afternoon,Minor,Shallow,3
6121,2024,3,8,-7.658658504,106.0291138,24.0,5.231423625,Afternoon,Moderate,Shallow,3
6127,2024,3,8,-7.719165325,106.138382,22.0,3.789503567,Dawn,Minor,Shallow,3
6128,2024,3,8,-8.650974274,107.2119141,10.0,4.359717946,Dawn,Light,Shallow,-1
6132,2024,3,8,-8.854931831,110.1066284,10.0,3.512440159,Dawn,Minor,Shallow,-1
6140,2024,3,8,-8.823622704,110.241333,43.0,5.405379874,Afternoon,Moderate,Shallow,11
6145,2024,3,8,-7.622716904,106.2268982,25.0,3.527047264,Morning,Minor,Shallow,-1
6148,2024,3,8,-7.666599274,106.1304474,16.0,3.749061103,Evening,Minor,Shallow,3
6150,2024,3,9,-7.402776718,106.9148178,64.0,3.510736176,Morning,Minor,Shallow,-1
6152,2024,3,9,-8.983784676,111.7092285,12.0,3.749732922,Afternoon,Minor,Shallow,-1
6157,2024,3,9,-8.719016075,110.8956451,25.0,3.509319328,Morning,Minor,Shallow,-1
6158,2024,3,9,-8.989949226,111.6972046,13.0,3.894023735,Afternoon,Minor,Shallow,-1
6159,2024,3,9,-8.690963745,111.2055511,67.0,3.875061335,Afternoon,Minor,Shallow,-1
6168,2024,3,9,-8.728989601,110.2608948,18.0,4.564865203,Dawn,Light,Shallow,11
6174,2024,3,9,-8.949544907,110.5088043,10.0,3.88763874,Night,Minor,Shallow,22
6177,2024,3,9,-7.836177349,106.4773102,26.0,5.142702789,Morning,Moderate,Shallow,6
6180,2024,3,9,-7.700175285,106.5784225,18.0,3.889844522,Night,Minor,Shallow,6
6182,2024,3,9,-7.249953747,106.1236496,22.0,4.138502052,Evening,Light,Shallow,3
6187,2024,3,9,-7.197014332,107.6661835,10.0,5.148449566,Night,Moderate,Shallow,9
6199,2024,3,9,-7.212859631,107.7124786,10.0,3.514737324,Dawn,Minor,Shallow,9
6209,2024,3,9,-7.595897675,107.0000305,62.0,4.223173466,Evening,Light,Shallow,-1
6213,2024,3,9,-8.974650383,111.9278717,10.0,3.986273674,Night,Minor,Shallow,-1
